1;Producto_1;18.82584537045493
2;Producto_2;55.49009443719372
3;Producto_3;47.07992981490546
4;Producto_4;34.225288006759115
5;Producto_5;95.74595642386305
6;Producto_6;83.72500817042162
7;Producto_7;13.466565577548995
8;Producto_8;84.86022178018814
9;Producto_9;60.35509677832872
10;Producto_10;68.41051402022588
11;Producto_11;49.822525805896674
12;Producto_12;62.58912486043435
13;Producto_13;67.43012260481326
14;Producto_14;23.436428517890796
15;Producto_15;18.526782034257437
16;Producto_16;35.765548390679925
17;Producto_17;31.735559205374553
18;Producto_18;61.6539112120775
19;Producto_19;56.70081532975316
20;Producto_20;52.74184188300634
21;Producto_21;41.992991380307224
22;Producto_22;92.07785798351878
23;Producto_23;39.35295197468637
24;Producto_24;90.25645085709616
25;Producto_25;31.76432535562452
26;Producto_26;92.5067231718004
27;Producto_27;29.95564031272351
28;Producto_28;10.650801042944025
29;Producto_29;81.20213548711831
30;Producto_30;42.96321682592219
31;Producto_31;18.629639236893446
32;Producto_32;91.49304799422778
33;Producto_33;83.09302678657357
34;Producto_34;99.9881948394266
35;Producto_35;34.14424099178154
36;Producto_36;74.8773723268235
37;Producto_37;44.21755061917542
38;Producto_38;89.57403758358174
39;Producto_39;30.102737079344422
40;Producto_40;20.483879673340123
41;Producto_41;8.772893453359998
42;Producto_42;97.40265848982952
43;Producto_43;87.96760494687054
44;Producto_44;36.42564897948769
45;Producto_45;84.45224428963857
46;Producto_46;39.05718561008958
47;Producto_47;49.98994842587852
48;Producto_48;4.975757487773702
49;Producto_49;23.747298262579964
50;Producto_50;0.005349283100730684
